id,seek,start,end,text,temperature,avg_logprob,compression_ratio,no_speech_prob
0,0,0.0,5.0," Pala, impressionadores, nesse vídeo eu quero ensinar vocês a fazer em transcrição de áudios",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
1,0,5.0,9.72," qualquer tamanho de áudio, qualquer áudio que você tenha, com uma ferramenta muito boa",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
2,0,9.72,14.56," da OpenAI, que é uma ferramenta gratuita, se não vai precisar nem de chave de API, vou",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
3,0,14.56,16.72," ensinar vocês a usar em isso dentro do Pai, tá?",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
4,0,16.72,18.96," Com perro, amigo, que o passo a passo vai estar tudo nessa água.",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
5,0,24.64,27.96," Bom, galera, se você gostou da ideia do vídeo, já deixa aqui o seu like, se inscreve",0.0,-0.3767958167645571,1.6517241379310346,0.0371621772646904
6,2796,27.96,31.5," no canal para continuar acompanhando e aprender com a gente, e vou deixar para vocês aqui",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
7,2796,31.5,33.8," na descrição dois links importantes, tá?",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
8,2796,33.8,37.0," O primeiro deles é o link do gabarito do que a gente vai fazer na aula de hoje, que",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
9,2796,37.0,40.32, essencialmente é um código padrão para você fazer transcrições usando essa ferramenta,0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
10,2796,40.32,41.32," da OpenAI, né?",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
11,2796,41.32,44.16," Então o gabarito, ele vai ser um código que você pode salvar no seu computador e usar",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
12,2796,44.16,45.64, ele sempre que você precisar.,0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
13,2796,45.64,50.22, E o segundo link que eu vou deixar também na descrição é o de um mini curso gratuito,0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
14,2796,50.22,54.040000000000006," de Python que eu vou disponibilizar para vocês, e você vai poder pegar esse mini curso,",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
15,2796,54.040000000000006,57.400000000000006," aprender com ele, é um projeto completo que a gente vai fazer no Python, você pode fazer",0.0,-0.2168792598155322,1.8868421052631579,0.24456697702407837
16,5740,57.4,61.96," isso depois da aula, antes da aula, mas pega lá já, já pega ele para você agora,",0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
17,5740,61.96,63.4, e depois volta aqui para o vídeo.,0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
18,5740,63.4,66.96," Bom, galera, é o seguinte, para a gente conseguir usar essa ferramenta da OpenAI, a gente",0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
19,5740,66.96,70.8," vai precisar de estar uma biblioteca que é a OpenAI Whisper, tá?",0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
20,5740,70.8,74.52," Esse Whisper é justamente a ferramenta e consegue fazer transcrição de áudio, e ele",0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
21,5740,74.52,76.0, serve exatamente para isso.,0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
22,5740,76.0,80.64, Ele consegue fazer transcrição de áudio essencialmente em qualquer língua ou pelo menos nas principais,0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
23,5740,80.64,81.64, línguas.,0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
24,5740,81.64,85.92," Algumas línguas ele consegue fazer transcrições muito boas, com o español, inglês, português,",0.0,-0.25245145525251117,1.8154761904761905,0.057391177862882614
25,8592,85.92,90.36," italiano, e algumas outras línguas um pouco menos usadas de gamos assim, às vezes a transcrição",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
26,8592,90.36,91.64, dele não é tão boa assim.,0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
27,8592,91.64,96.0," Você vai ver que ela não é perfeita como nenhuma transcrição é perfeita, mas ela realmente",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
28,8592,96.0,99.48," é muito boa, e tem um parâmetro que a gente consegue ficar justando nela para tornar",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
29,8592,99.48,103.0," ela melhor ainda, e eu vou mostrar para vocês, vai ser um treidop, a gente vai escolher",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
30,8592,103.0,106.68," entre velocidade e execução, versus qualidade da transcrição.",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
31,8592,106.68,109.08, Então a gente vai entender como isso vai funcionar.,0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
32,8592,109.08,112.48," Para a gente fazer isso, primeiro passe a gente instalar essa biblioteca, então você pode",0.0,-0.24397706689301485,1.7739130434782608,0.12244819104671478
33,11248,112.48,115.3," fazer um pouco mais com o editor de código que você quiser, abre lá o seu terminal",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
34,11248,115.3,118.56," nesse editor de código, então vou abrir aqui meu pronto de comando, tá vendo?",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
35,11248,118.56,124.84," Comando pronto, chega aqui agora e vou digital pip, install o penai traço o whisper,",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
36,11248,124.84,127.2, pip install o penai traço isp.,0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
37,11248,127.2,130.72," Pode estar aqui, ele vai fazer instalação para você, no meu caso ela já está instalada,",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
38,11248,130.72,133.76," então ele vai estar lavar as coisas, vai demorando de quem, mas ele vai instalar e vai",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
39,11248,133.76,135.12, funcionar no meu bô.,0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
40,11248,135.12,139.52," Só que essa biblioteca para ela funciona, ela precisa que você tenha instalado no seu computador",0.2,-0.48521366825810186,1.8369905956112853,0.5495674014091492
41,13952,139.52,143.8," e configurada nas suas barévas ambient, o ffmpeg, tá?",0.0,-0.3215589354024131,1.771513353115727,0.12583261728286743
42,13952,143.8,148.28, E eu deixei um link disponível aqui para vocês onde vocês podem pegar e seguir esse passo,0.0,-0.3215589354024131,1.771513353115727,0.12583261728286743
43,13952,148.28,152.16000000000003, a passo aqui para instalar o ffmpeg no computador de vocês.,0.0,-0.3215589354024131,1.771513353115727,0.12583261728286743
44,13952,152.16000000000003,155.94," Então se você olhar, olha lá, essencialmente aqui eu do Windows, tá, mas você pode se",0.0,-0.3215589354024131,1.771513353115727,0.12583261728286743
